ActivityId,OppId,ActivityType,ActivityDate,OwnerId,DurationMin
AC0002853,O000315,Email,2025-02-19,U011,30
AC0002854,O000315,Email,2024-11-15,U011,30
AC0002855,O000315,Email,2025-01-25,U011,60
AC0002856,O000316,Email,2025-10-03,U010,60
AC0002857,O000316,Email,2025-09-13,U010,15
AC0002858,O000316,Meeting,2025-09-29,U010,60
AC0002859,O000316,Proposal Sent,2025-10-23,U010,60
AC0002860,O000316,Proposal Sent,2025-09-03,U010,15
AC0002861,O000316,Proposal Sent,2025-10-10,U010,30
AC0002862,O000316,Proposal Sent,2025-10-05,U010,60
AC0002863,O000317,Proposal Sent,2026-03-25,U007,30
AC0002864,O000317,Call,2026-05-02,U007,60
AC0002865,O000317,Demo,2026-04-09,U007,15
AC0002866,O000317,Demo,2026-04-07,U007,30
AC0002867,O000317,Call,2026-04-10,U007,30
AC0002868,O000317,Meeting,2026-03-25,U007,30
AC0002869,O000317,Email,2026-04-25,U007,45
AC0002870,O000317,Call,2026-04-01,U007,30
AC0002871,O000317,Proposal Sent,2026-04-30,U007,45
AC0002872,O000317,Demo,2026-04-16,U007,45
AC0002873,O000317,Email,2026-04-19,U007,45
AC0002874,O000317,Email,2026-04-03,U007,30
AC0002875,O000317,Email,2026-04-24,U007,30
AC0002876,O000317,Proposal Sent,2026-04-05,U007,15
AC0002877,O000317,Email,2026-03-23,U007,30
AC0002878,O000318,Demo,2026-07-08,U007,15
AC0002879,O000318,Email,2026-04-05,U007,15
AC0002880,O000318,Email,2026-02-17,U007,30
AC0002881,O000318,Email,2026-04-17,U007,60
AC0002882,O000318,Demo,2026-06-04,U007,15
AC0002883,O000318,Call,2026-06-01,U007,60
AC0002884,O000318,Meeting,2026-02-14,U007,60
AC0002885,O000318,Demo,2026-03-20,U007,60
AC0002886,O000319,Proposal Sent,2025-05-18,U001,45
AC0002887,O000319,Email,2025-06-22,U001,15
AC0002888,O000319,Email,2025-05-13,U001,45
AC0002889,O000319,Email,2025-04-29,U001,15
AC0002890,O000319,Email,2025-06-23,U001,30
AC0002891,O000319,Proposal Sent,2025-05-31,U001,45
AC0002892,O000319,Demo,2025-05-06,U001,30
AC0002893,O000319,Call,2025-05-09,U001,45
AC0002894,O000319,Email,2025-04-28,U001,30
AC0002895,O000319,Proposal Sent,2025-05-14,U001,60
AC0002896,O000319,Call,2025-06-25,U001,15
AC0002897,O000319,Call,2025-05-25,U001,30
AC0002898,O000320,Email,2025-02-10,U012,15
AC0002899,O000320,Meeting,2024-12-12,U012,60
AC0002900,O000320,Demo,2025-02-02,U012,60
AC0002901,O000320,Call,2025-03-29,U012,60
AC0002902,O000320,Meeting,2025-02-02,U012,60
AC0002903,O000321,Proposal Sent,2025-01-08,U008,30
AC0002904,O000321,Meeting,2024-12-04,U008,60
AC0002905,O000321,Meeting,2025-01-04,U008,30
AC0002906,O000321,Proposal Sent,2024-12-29,U008,30
AC0002907,O000322,Demo,2025-12-12,U008,30
AC0002908,O000322,Meeting,2025-11-26,U008,15
AC0002909,O000322,Email,2025-10-12,U008,45
AC0002910,O000322,Proposal Sent,2025-09-28,U008,45
AC0002911,O000322,Demo,2025-11-12,U008,45
AC0002912,O000322,Meeting,2025-11-26,U008,30
AC0002913,O000322,Email,2025-11-24,U008,30
AC0002914,O000322,Email,2025-11-19,U008,15
AC0002915,O000322,Email,2025-10-05,U008,30
AC0002916,O000322,Call,2025-10-04,U008,15
AC0002917,O000322,Call,2025-11-29,U008,60
AC0002918,O000322,Proposal Sent,2025-09-28,U008,30
AC0002919,O000322,Meeting,2025-12-20,U008,60
AC0002920,O000322,Proposal Sent,2025-09-29,U008,15
AC0002921,O000322,Demo,2025-09-29,U008,60
AC0002922,O000323,Call,2025-07-14,U006,30
AC0002923,O000323,Meeting,2025-07-06,U006,45
AC0002924,O000323,Meeting,2025-07-11,U006,45
AC0002925,O000323,Call,2025-07-31,U006,15
AC0002926,O000323,Email,2025-07-11,U006,30
AC0002927,O000323,Demo,2025-07-24,U006,45
AC0002928,O000323,Email,2025-07-14,U006,60
AC0002929,O000324,Email,2025-02-16,U003,45
AC0002930,O000324,Meeting,2025-02-24,U003,30
AC0002931,O000324,Call,2025-03-11,U003,30
AC0002932,O000324,Demo,2025-03-07,U003,45
AC0002933,O000324,Proposal Sent,2025-03-11,U003,30
AC0002934,O000325,Call,2023-10-29,U003,30
AC0002935,O000325,Email,2023-10-21,U003,45
AC0002936,O000325,Meeting,2023-10-26,U003,15
AC0002937,O000325,Meeting,2023-10-28,U003,60
AC0002938,O000325,Proposal Sent,2023-10-31,U003,45
AC0002939,O000325,Call,2023-10-20,U003,60
AC0002940,O000326,Email,2024-08-20,U011,45
AC0002941,O000326,Proposal Sent,2024-10-06,U011,45
AC0002942,O000326,Call,2024-09-28,U011,30
AC0002943,O000327,Demo,2024-12-12,U008,45
AC0002944,O000327,Proposal Sent,2025-01-07,U008,30
AC0002945,O000327,Demo,2024-12-03,U008,30
AC0002946,O000327,Email,2024-12-25,U008,45
AC0002947,O000327,Demo,2024-11-08,U008,45
AC0002948,O000327,Email,2024-12-06,U008,60
AC0002949,O000327,Demo,2024-11-19,U008,30
AC0002950,O000327,Email,2024-11-24,U008,30
AC0002951,O000327,Call,2024-12-02,U008,15
AC0002952,O000327,Demo,2024-11-23,U008,15
AC0002953,O000327,Email,2024-12-26,U008,30
AC0002954,O000327,Call,2025-01-01,U008,45
AC0002955,O000327,Proposal Sent,2025-01-10,U008,30
AC0002956,O000327,Email,2024-12-24,U008,45
AC0002957,O000327,Call,2024-10-19,U008,45
AC0002958,O000328,Demo,2025-01-30,U008,15
AC0002959,O000328,Email,2025-05-06,U008,45
AC0002960,O000328,Meeting,2025-05-25,U008,60
AC0002961,O000328,Email,2025-03-27,U008,30
AC0002962,O000328,Demo,2025-05-26,U008,30
AC0002963,O000328,Demo,2025-01-19,U008,45
AC0002964,O000328,Email,2024-12-16,U008,60
AC0002965,O000328,Demo,2024-12-25,U008,45
AC0002966,O000328,Meeting,2025-05-14,U008,15
AC0002967,O000328,Proposal Sent,2025-03-02,U008,15
AC0002968,O000328,Email,2025-01-27,U008,15
AC0002969,O000328,Email,2025-05-22,U008,15
AC0002970,O000328,Call,2025-02-13,U008,30
AC0002971,O000328,Email,2024-12-22,U008,15
AC0002972,O000328,Email,2025-01-13,U008,15
AC0002973,O000329,Call,2024-09-17,U005,45
AC0002974,O000329,Proposal Sent,2024-09-01,U005,45
AC0002975,O000329,Proposal Sent,2024-09-03,U005,60
AC0002976,O000329,Proposal Sent,2024-09-20,U005,60
AC0002977,O000329,Demo,2024-09-13,U005,15
AC0002978,O000330,Proposal Sent,2026-03-06,U005,45
AC0002979,O000330,Meeting,2026-05-02,U005,15
AC0002980,O000330,Demo,2026-03-31,U005,45
AC0002981,O000330,Email,2026-05-17,U005,15
AC0002982,O000331,Demo,2025-06-25,U005,60
AC0002983,O000331,Demo,2025-08-23,U005,60
AC0002984,O000331,Email,2025-07-13,U005,45
AC0002985,O000332,Demo,2025-09-20,U005,45
AC0002986,O000332,Demo,2025-08-28,U005,15
AC0002987,O000332,Proposal Sent,2025-09-29,U005,30
AC0002988,O000332,Email,2025-08-24,U005,30
AC0002989,O000332,Call,2025-07-16,U005,60
AC0002990,O000332,Email,2025-07-25,U005,15
AC0002991,O000332,Email,2025-07-26,U005,15
AC0002992,O000332,Meeting,2025-06-26,U005,15
AC0002993,O000332,Meeting,2025-07-21,U005,45
AC0002994,O000332,Proposal Sent,2025-08-04,U005,15
AC0002995,O000332,Meeting,2025-10-12,U005,15
AC0002996,O000332,Call,2025-10-08,U005,60
AC0002997,O000332,Email,2025-09-22,U005,45
AC0002998,O000332,Proposal Sent,2025-10-22,U005,15
AC0002999,O000332,Email,2025-10-19,U005,30
AC0003000,O000333,Proposal Sent,2025-02-28,U004,15
AC0003001,O000333,Email,2025-06-18,U004,60
AC0003002,O000333,Demo,2025-04-19,U004,15
AC0003003,O000333,Email,2025-05-27,U004,15
AC0003004,O000334,Call,2023-09-26,U007,30
AC0003005,O000334,Email,2023-10-02,U007,45
AC0003006,O000334,Email,2023-10-02,U007,60
AC0003007,O000335,Call,2025-09-23,U007,45
AC0003008,O000335,Call,2025-10-13,U007,30
AC0003009,O000335,Meeting,2025-10-08,U007,30
AC0003010,O000335,Proposal Sent,2025-11-07,U007,15
AC0003011,O000335,Meeting,2025-10-28,U007,30
AC0003012,O000335,Demo,2025-11-15,U007,30
AC0003013,O000336,Proposal Sent,2023-10-24,U007,15
AC0003014,O000336,Demo,2024-01-18,U007,60
AC0003015,O000336,Email,2024-02-03,U007,60
AC0003016,O000336,Email,2023-12-06,U007,30
AC0003017,O000336,Proposal Sent,2023-11-30,U007,60
AC0003018,O000336,Email,2023-12-02,U007,60
AC0003019,O000336,Demo,2023-10-30,U007,45
AC0003020,O000336,Call,2024-01-20,U007,30
AC0003021,O000336,Demo,2024-02-02,U007,15
AC0003022,O000336,Email,2024-01-28,U007,45
AC0003023,O000336,Call,2023-10-09,U007,15
AC0003024,O000336,Email,2023-11-17,U007,30
AC0003025,O000336,Email,2023-12-05,U007,30
AC0003026,O000337,Proposal Sent,2025-07-17,U007,45
AC0003027,O000337,Email,2025-09-16,U007,15
AC0003028,O000337,Proposal Sent,2025-09-20,U007,45
AC0003029,O000337,Call,2025-09-01,U007,60
AC0003030,O000338,Demo,2025-03-22,U011,15
AC0003031,O000338,Demo,2025-08-06,U011,45
AC0003032,O000338,Proposal Sent,2025-04-09,U011,15
AC0003033,O000338,Proposal Sent,2025-07-09,U011,15
AC0003034,O000338,Meeting,2025-04-30,U011,15
AC0003035,O000338,Proposal Sent,2025-03-30,U011,60
AC0003036,O000338,Proposal Sent,2025-06-19,U011,60
AC0003037,O000338,Call,2025-06-23,U011,15
AC0003038,O000338,Meeting,2025-07-27,U011,60
AC0003039,O000338,Proposal Sent,2025-07-12,U011,30
AC0003040,O000339,Meeting,2026-06-26,U011,60
AC0003041,O000339,Email,2026-04-02,U011,30
AC0003042,O000339,Demo,2026-07-03,U011,45
AC0003043,O000339,Demo,2026-08-12,U011,60
AC0003044,O000339,Email,2026-06-27,U011,15
AC0003045,O000339,Email,2026-06-19,U011,60
AC0003046,O000339,Email,2026-06-15,U011,30
AC0003047,O000339,Meeting,2026-06-20,U011,30
AC0003048,O000339,Proposal Sent,2026-06-06,U011,60
AC0003049,O000339,Call,2026-07-20,U011,45
AC0003050,O000339,Email,2026-08-24,U011,15
AC0003051,O000340,Meeting,2025-05-11,U011,60
AC0003052,O000340,Email,2025-05-15,U011,60
AC0003053,O000340,Demo,2025-05-09,U011,45
AC0003054,O000340,Call,2025-05-15,U011,60
AC0003055,O000340,Proposal Sent,2025-05-10,U011,60
AC0003056,O000340,Demo,2025-04-21,U011,15
AC0003057,O000340,Proposal Sent,2025-05-16,U011,60
AC0003058,O000340,Meeting,2025-05-12,U011,60
AC0003059,O000340,Meeting,2025-05-08,U011,45
AC0003060,O000340,Proposal Sent,2025-05-18,U011,45
AC0003061,O000341,Meeting,2025-01-28,U012,30
AC0003062,O000341,Proposal Sent,2025-02-25,U012,45
AC0003063,O000341,Call,2025-02-19,U012,60
AC0003064,O000341,Email,2025-02-11,U012,60
AC0003065,O000341,Proposal Sent,2025-03-05,U012,45
AC0003066,O000341,Email,2025-02-18,U012,15
AC0003067,O000341,Demo,2025-02-11,U012,15
AC0003068,O000341,Meeting,2025-02-11,U012,45
AC0003069,O000341,Call,2025-03-03,U012,30
AC0003070,O000342,Proposal Sent,2026-02-02,U010,15
AC0003071,O000342,Meeting,2026-01-04,U010,15
AC0003072,O000342,Call,2026-01-03,U010,60
AC0003073,O000342,Email,2026-02-10,U010,15
AC0003074,O000342,Demo,2026-02-03,U010,45
AC0003075,O000342,Proposal Sent,2026-03-01,U010,15
AC0003076,O000342,Call,2026-02-21,U010,30
AC0003077,O000342,Meeting,2026-02-20,U010,45
AC0003078,O000342,Meeting,2026-02-18,U010,15
AC0003079,O000342,Email,2025-12-14,U010,30
AC0003080,O000342,Call,2026-01-25,U010,60
AC0003081,O000342,Meeting,2026-03-09,U010,30
AC0003082,O000342,Proposal Sent,2026-02-28,U010,60
AC0003083,O000343,Call,2023-08-19,U010,45
AC0003084,O000343,Demo,2023-07-10,U010,15
AC0003085,O000343,Email,2023-08-06,U010,45
AC0003086,O000343,Call,2023-06-16,U010,15
AC0003087,O000343,Email,2023-06-15,U010,45
AC0003088,O000343,Demo,2023-07-31,U010,15
AC0003089,O000343,Proposal Sent,2023-08-25,U010,45
AC0003090,O000344,Email,2023-06-13,U005,45
AC0003091,O000344,Demo,2023-08-22,U005,15
AC0003092,O000344,Proposal Sent,2023-08-14,U005,30
AC0003093,O000344,Demo,2023-10-25,U005,45
AC0003094,O000344,Demo,2023-10-01,U005,15
AC0003095,O000344,Proposal Sent,2023-10-09,U005,15
AC0003096,O000344,Call,2023-10-22,U005,60
AC0003097,O000344,Email,2023-09-23,U005,15
AC0003098,O000344,Call,2023-07-07,U005,30
AC0003099,O000344,Demo,2023-09-12,U005,15
AC0003100,O000344,Call,2023-08-07,U005,45
AC0003101,O000344,Meeting,2023-08-25,U005,45
AC0003102,O000344,Email,2023-11-09,U005,15
AC0003103,O000345,Demo,2023-04-27,U005,45
AC0003104,O000345,Demo,2023-05-06,U005,60
AC0003105,O000345,Meeting,2023-04-24,U005,45
AC0003106,O000345,Call,2023-05-01,U005,30
AC0003107,O000345,Email,2023-04-22,U005,45
AC0003108,O000345,Meeting,2023-05-08,U005,60
AC0003109,O000345,Demo,2023-04-23,U005,45
AC0003110,O000345,Demo,2023-04-24,U005,30
AC0003111,O000345,Email,2023-04-22,U005,15
AC0003112,O000346,Email,2025-09-14,U008,45
AC0003113,O000346,Demo,2025-11-27,U008,15
AC0003114,O000346,Meeting,2025-10-20,U008,45
AC0003115,O000346,Demo,2025-10-06,U008,45
AC0003116,O000346,Proposal Sent,2025-09-23,U008,45
AC0003117,O000346,Meeting,2025-11-02,U008,30
AC0003118,O000346,Proposal Sent,2025-10-12,U008,45
AC0003119,O000346,Email,2025-08-30,U008,30
AC0003120,O000347,Email,2024-11-03,U008,15
AC0003121,O000347,Demo,2024-09-04,U008,30
AC0003122,O000347,Meeting,2024-11-08,U008,45
AC0003123,O000347,Email,2024-09-10,U008,30
AC0003124,O000347,Proposal Sent,2024-08-29,U008,15
AC0003125,O000347,Email,2024-11-23,U008,30
AC0003126,O000347,Email,2024-09-07,U008,15
AC0003127,O000347,Demo,2024-10-14,U008,30
AC0003128,O000347,Demo,2024-12-19,U008,30
AC0003129,O000347,Demo,2024-10-23,U008,30
AC0003130,O000347,Proposal Sent,2024-11-11,U008,45
AC0003131,O000348,Meeting,2026-07-19,U005,45
AC0003132,O000348,Email,2026-04-15,U005,45
AC0003133,O000348,Email,2026-05-27,U005,30
AC0003134,O000348,Meeting,2026-03-25,U005,60
AC0003135,O000348,Call,2026-07-06,U005,45
AC0003136,O000348,Demo,2026-06-02,U005,15
AC0003137,O000348,Demo,2026-03-17,U005,15
AC0003138,O000348,Meeting,2026-03-13,U005,15
AC0003139,O000348,Meeting,2026-05-17,U005,15
AC0003140,O000348,Meeting,2026-06-22,U005,60
AC0003141,O000348,Meeting,2026-05-07,U005,60
AC0003142,O000348,Email,2026-06-01,U005,30
AC0003143,O000348,Meeting,2026-04-05,U005,45
AC0003144,O000348,Demo,2026-07-13,U005,45
AC0003145,O000349,Demo,2026-04-18,U005,45
AC0003146,O000349,Proposal Sent,2026-06-03,U005,60
AC0003147,O000349,Email,2026-05-24,U005,45
AC0003148,O000349,Proposal Sent,2026-05-10,U005,15
AC0003149,O000350,Email,2023-08-19,U003,15
AC0003150,O000350,Email,2023-07-12,U003,15
AC0003151,O000350,Proposal Sent,2023-07-15,U003,60
AC0003152,O000350,Call,2023-06-26,U003,30
AC0003153,O000350,Email,2023-09-08,U003,30
AC0003154,O000350,Demo,2023-06-22,U003,60
AC0003155,O000350,Proposal Sent,2023-08-25,U003,30
AC0003156,O000350,Proposal Sent,2023-06-26,U003,45
AC0003157,O000351,Email,2024-08-28,U005,60
AC0003158,O000351,Email,2024-07-29,U005,45
AC0003159,O000351,Proposal Sent,2024-08-25,U005,30
AC0003160,O000351,Meeting,2024-09-10,U005,15
AC0003161,O000351,Meeting,2024-08-09,U005,15
AC0003162,O000351,Demo,2024-09-11,U005,45
AC0003163,O000351,Demo,2024-08-18,U005,30
AC0003164,O000351,Meeting,2024-09-13,U005,30
AC0003165,O000351,Demo,2024-08-30,U005,15
AC0003166,O000351,Call,2024-08-30,U005,15
AC0003167,O000351,Meeting,2024-08-25,U005,60
AC0003168,O000351,Email,2024-08-16,U005,45
AC0003169,O000351,Demo,2024-08-29,U005,15
AC0003170,O000351,Demo,2024-08-26,U005,60
AC0003171,O000351,Email,2024-09-04,U005,60
AC0003172,O000352,Call,2026-06-04,U002,30
AC0003173,O000352,Email,2026-08-08,U002,60
AC0003174,O000352,Email,2026-07-10,U002,45
AC0003175,O000352,Demo,2026-07-15,U002,60
AC0003176,O000352,Meeting,2026-06-08,U002,15
AC0003177,O000352,Proposal Sent,2026-07-10,U002,15
AC0003178,O000352,Call,2026-05-10,U002,15
AC0003179,O000352,Proposal Sent,2026-07-11,U002,45
AC0003180,O000352,Demo,2026-05-25,U002,15
AC0003181,O000352,Proposal Sent,2026-05-25,U002,45
AC0003182,O000352,Email,2026-05-08,U002,15
AC0003183,O000352,Proposal Sent,2026-07-11,U002,60
AC0003184,O000353,Proposal Sent,2024-05-07,U011,45
AC0003185,O000353,Email,2024-05-18,U011,45
AC0003186,O000353,Demo,2024-05-06,U011,45
AC0003187,O000353,Proposal Sent,2024-05-22,U011,60
AC0003188,O000353,Proposal Sent,2024-05-09,U011,60
AC0003189,O000353,Email,2024-05-15,U011,45
AC0003190,O000353,Demo,2024-05-08,U011,45
AC0003191,O000353,Proposal Sent,2024-05-02,U011,15
AC0003192,O000353,Proposal Sent,2024-04-29,U011,30
AC0003193,O000353,Email,2024-04-30,U011,60
AC0003194,O000353,Proposal Sent,2024-05-12,U011,15
AC0003195,O000353,Email,2024-05-07,U011,30
AC0003196,O000353,Proposal Sent,2024-05-25,U011,60
AC0003197,O000354,Demo,2023-10-28,U007,45
AC0003198,O000354,Proposal Sent,2024-03-08,U007,45
AC0003199,O000354,Meeting,2024-01-17,U007,15
AC0003200,O000354,Meeting,2023-12-16,U007,60
AC0003201,O000355,Email,2025-03-28,U007,60
AC0003202,O000355,Proposal Sent,2025-03-01,U007,15
AC0003203,O000355,Email,2025-04-10,U007,30
AC0003204,O000355,Call,2025-03-08,U007,45
AC0003205,O000355,Demo,2025-04-18,U007,15
AC0003206,O000355,Call,2025-03-31,U007,30
AC0003207,O000355,Proposal Sent,2025-03-26,U007,15
AC0003208,O000355,Meeting,2025-04-24,U007,45
AC0003209,O000355,Proposal Sent,2025-02-23,U007,15
AC0003210,O000355,Proposal Sent,2025-04-06,U007,30
AC0003211,O000356,Demo,2026-05-27,U007,15
AC0003212,O000356,Meeting,2026-05-08,U007,30
AC0003213,O000356,Proposal Sent,2026-05-22,U007,60
AC0003214,O000356,Proposal Sent,2026-04-24,U007,30
AC0003215,O000357,Meeting,2023-04-29,U007,45
AC0003216,O000357,Proposal Sent,2023-06-25,U007,15
AC0003217,O000357,Demo,2023-07-22,U007,15
AC0003218,O000357,Meeting,2023-05-12,U007,30
AC0003219,O000357,Demo,2023-04-20,U007,15
AC0003220,O000357,Call,2023-06-30,U007,30
AC0003221,O000357,Proposal Sent,2023-04-28,U007,15
AC0003222,O000357,Email,2023-06-25,U007,30
AC0003223,O000357,Proposal Sent,2023-06-17,U007,45
AC0003224,O000357,Email,2023-07-09,U007,45
AC0003225,O000357,Meeting,2023-05-03,U007,30
AC0003226,O000357,Demo,2023-04-23,U007,15
AC0003227,O000357,Proposal Sent,2023-05-29,U007,15
AC0003228,O000357,Proposal Sent,2023-07-18,U007,15
AC0003229,O000357,Call,2023-05-24,U007,45
AC0003230,O000358,Email,2026-02-02,U006,30
AC0003231,O000358,Demo,2026-01-21,U006,60
AC0003232,O000358,Call,2026-04-20,U006,45
AC0003233,O000359,Proposal Sent,2024-07-06,U006,30
AC0003234,O000359,Demo,2024-07-03,U006,30
AC0003235,O000359,Demo,2024-06-23,U006,30
AC0003236,O000359,Meeting,2024-07-07,U006,60
AC0003237,O000359,Proposal Sent,2024-06-28,U006,30
AC0003238,O000359,Meeting,2024-06-28,U006,15
AC0003239,O000359,Call,2024-07-11,U006,45
AC0003240,O000359,Proposal Sent,2024-07-01,U006,60
AC0003241,O000359,Call,2024-07-02,U006,45
AC0003242,O000359,Demo,2024-07-12,U006,30
AC0003243,O000359,Call,2024-07-11,U006,45
AC0003244,O000359,Demo,2024-07-03,U006,30
AC0003245,O000359,Proposal Sent,2024-07-06,U006,30
AC0003246,O000359,Meeting,2024-07-02,U006,15
AC0003247,O000360,Demo,2025-09-20,U011,30
AC0003248,O000360,Demo,2025-07-18,U011,30
AC0003249,O000360,Proposal Sent,2025-09-07,U011,60
AC0003250,O000360,Demo,2025-08-23,U011,60
AC0003251,O000361,Email,2023-11-03,U011,60
AC0003252,O000361,Demo,2023-07-20,U011,45
AC0003253,O000361,Email,2023-10-02,U011,30
AC0003254,O000362,Call,2025-01-04,U011,45
AC0003255,O000362,Meeting,2024-11-25,U011,60
AC0003256,O000362,Call,2024-11-21,U011,15
AC0003257,O000362,Proposal Sent,2025-01-15,U011,45
AC0003258,O000362,Email,2024-12-29,U011,45
AC0003259,O000362,Demo,2024-12-20,U011,15
AC0003260,O000362,Meeting,2024-12-02,U011,15
AC0003261,O000362,Email,2025-02-10,U011,15
AC0003262,O000362,Email,2025-01-18,U011,30
AC0003263,O000362,Call,2024-12-20,U011,30
AC0003264,O000362,Demo,2025-01-09,U011,30
AC0003265,O000363,Email,2024-07-14,U004,15
AC0003266,O000363,Meeting,2024-06-12,U004,45
AC0003267,O000363,Demo,2024-05-24,U004,30
AC0003268,O000363,Proposal Sent,2024-06-19,U004,30
AC0003269,O000363,Call,2024-07-01,U004,15
AC0003270,O000363,Demo,2024-07-12,U004,60
AC0003271,O000363,Meeting,2024-05-10,U004,30
AC0003272,O000363,Email,2024-07-13,U004,45
AC0003273,O000363,Proposal Sent,2024-07-14,U004,60
AC0003274,O000364,Meeting,2024-01-14,U011,45
AC0003275,O000364,Call,2024-01-26,U011,30
AC0003276,O000364,Meeting,2024-01-21,U011,60
AC0003277,O000364,Email,2024-01-19,U011,15
AC0003278,O000364,Demo,2024-01-12,U011,30
AC0003279,O000364,Call,2024-01-24,U011,60
AC0003280,O000364,Proposal Sent,2024-01-21,U011,15
AC0003281,O000364,Call,2024-01-16,U011,45
AC0003282,O000364,Call,2024-01-10,U011,45
AC0003283,O000364,Email,2024-01-22,U011,15
AC0003284,O000364,Proposal Sent,2024-01-19,U011,30
AC0003285,O000364,Proposal Sent,2024-01-19,U011,60
AC0003286,O000364,Meeting,2024-01-20,U011,30
AC0003287,O000364,Email,2024-01-10,U011,60
AC0003288,O000364,Meeting,2024-01-19,U011,60
AC0003289,O000365,Meeting,2023-08-01,U005,30
AC0003290,O000365,Call,2023-10-05,U005,15
AC0003291,O000365,Proposal Sent,2023-08-03,U005,45
AC0003292,O000366,Proposal Sent,2024-07-09,U003,60
AC0003293,O000366,Call,2024-06-10,U003,30
AC0003294,O000366,Demo,2024-06-07,U003,45
AC0003295,O000366,Meeting,2024-06-09,U003,15
AC0003296,O000366,Meeting,2024-06-03,U003,30
AC0003297,O000366,Email,2024-06-04,U003,15
AC0003298,O000367,Meeting,2024-04-17,U003,60
AC0003299,O000367,Email,2024-03-20,U003,45
AC0003300,O000367,Meeting,2024-03-24,U003,15
AC0003301,O000367,Call,2024-05-04,U003,60
AC0003302,O000367,Proposal Sent,2024-05-04,U003,45
AC0003303,O000367,Call,2024-04-25,U003,30
AC0003304,O000367,Email,2024-04-06,U003,45
AC0003305,O000367,Email,2024-04-24,U003,15
AC0003306,O000367,Call,2024-04-28,U003,60
AC0003307,O000367,Proposal Sent,2024-04-08,U003,15
AC0003308,O000367,Email,2024-03-29,U003,45
AC0003309,O000367,Proposal Sent,2024-04-18,U003,15
AC0003310,O000367,Proposal Sent,2024-05-05,U003,60
AC0003311,O000367,Email,2024-05-06,U003,60
AC0003312,O000368,Proposal Sent,2026-03-31,U012,30
AC0003313,O000368,Email,2026-03-16,U012,45
AC0003314,O000368,Call,2026-04-05,U012,45
AC0003315,O000368,Email,2026-03-16,U012,45
AC0003316,O000368,Call,2026-03-21,U012,30
AC0003317,O000368,Email,2026-03-31,U012,15
AC0003318,O000368,Call,2026-04-08,U012,15
AC0003319,O000369,Email,2023-07-14,U010,60
AC0003320,O000369,Proposal Sent,2023-07-30,U010,15
AC0003321,O000369,Demo,2023-07-02,U010,15
AC0003322,O000370,Call,2024-11-12,U012,60
AC0003323,O000370,Demo,2025-01-20,U012,30
AC0003324,O000370,Call,2024-11-12,U012,15
AC0003325,O000370,Call,2025-01-08,U012,45
AC0003326,O000370,Email,2024-12-13,U012,60
AC0003327,O000370,Email,2024-11-01,U012,45
AC0003328,O000370,Email,2024-12-15,U012,15
AC0003329,O000370,Call,2024-12-06,U012,60
AC0003330,O000370,Demo,2025-01-09,U012,45
AC0003331,O000370,Call,2024-10-31,U012,15
AC0003332,O000371,Email,2025-03-11,U012,45
AC0003333,O000371,Proposal Sent,2025-02-23,U012,15
AC0003334,O000371,Demo,2025-03-21,U012,60
AC0003335,O000371,Call,2025-03-18,U012,15
AC0003336,O000371,Demo,2025-03-15,U012,30
AC0003337,O000371,Call,2025-03-07,U012,30
AC0003338,O000371,Proposal Sent,2025-04-11,U012,15
AC0003339,O000371,Proposal Sent,2025-04-23,U012,15
AC0003340,O000371,Demo,2025-04-26,U012,30
AC0003341,O000371,Email,2025-03-09,U012,15
AC0003342,O000372,Meeting,2023-08-11,U006,45
AC0003343,O000372,Demo,2023-06-20,U006,60
AC0003344,O000372,Call,2023-10-15,U006,30
AC0003345,O000372,Proposal Sent,2023-06-09,U006,60
AC0003346,O000372,Call,2023-09-16,U006,45
AC0003347,O000372,Meeting,2023-07-24,U006,60
AC0003348,O000372,Call,2023-06-29,U006,30
AC0003349,O000372,Meeting,2023-08-06,U006,30
AC0003350,O000372,Email,2023-08-23,U006,30
AC0003351,O000372,Call,2023-11-04,U006,60
AC0003352,O000372,Call,2023-06-28,U006,45
AC0003353,O000372,Email,2023-07-16,U006,45
AC0003354,O000372,Call,2023-06-28,U006,15
AC0003355,O000372,Proposal Sent,2023-07-31,U006,45
AC0003356,O000372,Demo,2023-09-21,U006,30
AC0003357,O000373,Proposal Sent,2025-10-09,U011,30
AC0003358,O000373,Email,2026-01-19,U011,45
AC0003359,O000373,Meeting,2025-10-28,U011,30
AC0003360,O000373,Email,2026-02-01,U011,60
AC0003361,O000373,Call,2026-01-31,U011,45
AC0003362,O000373,Proposal Sent,2025-10-10,U011,30
AC0003363,O000373,Meeting,2025-12-31,U011,45
AC0003364,O000373,Proposal Sent,2026-01-01,U011,15
AC0003365,O000373,Demo,2025-10-13,U011,30
AC0003366,O000374,Call,2023-09-11,U002,15
AC0003367,O000374,Meeting,2023-09-09,U002,15
AC0003368,O000374,Email,2023-09-02,U002,60
AC0003369,O000374,Meeting,2023-09-21,U002,60
AC0003370,O000375,Demo,2023-09-11,U002,60
AC0003371,O000375,Email,2023-07-18,U002,60
AC0003372,O000375,Demo,2023-06-09,U002,15
AC0003373,O000375,Proposal Sent,2023-10-06,U002,45
AC0003374,O000375,Meeting,2023-09-18,U002,45
AC0003375,O000375,Call,2023-10-02,U002,30
AC0003376,O000375,Demo,2023-06-16,U002,15
AC0003377,O000376,Call,2023-11-16,U001,45
