OppId,AccountId,OppName,Stage,Amount,Probability,CreatedDate,CloseDate,OwnerId,LossReason
O000244,A00144,Account-00144 - Multi-Year,03 - Needs Analysis,42900.0,0.4,2024-07-14,2024-09-05,U002,
O000245,A00145,Account-00145 - Multi-Year,06 - Closed Won,83200.0,1.0,2024-06-30,2024-12-19,U008,
O000246,A00146,Account-00146 - Multi-Year,04 - Proposal,18800.0,0.6,2023-02-23,2023-07-15,U008,
O000247,A00147,Account-00147 - New Logo,06 - Closed Won,60500.0,1.0,2025-08-18,2025-12-15,U002,
O000248,A00147,Account-00147 - New Logo,02 - Qualification,43400.0,0.25,2025-08-28,2025-09-25,U002,
O000249,A00148,Account-00148 - Multi-Year,07 - Closed Lost,24000.0,0.0,2023-01-31,2023-04-17,U004,Competitor
O000250,A00148,Account-00148 - Renewal,03 - Needs Analysis,24100.0,0.4,2023-05-16,2023-09-25,U004,
O000251,A00149,Account-00149 - New Logo,07 - Closed Lost,109300.0,0.0,2024-10-27,2025-03-05,U010,Price
O000252,A00150,Account-00150 - Renewal,06 - Closed Won,62400.0,1.0,2025-02-18,2025-08-03,U008,
O000253,A00150,Account-00150 - Renewal,06 - Closed Won,108200.0,1.0,2026-01-03,2026-02-01,U008,
O000254,A00151,Account-00151 - Renewal,07 - Closed Lost,148800.0,0.0,2025-07-24,2025-10-14,U010,Product Fit
O000255,A00152,Account-00152 - Multi-Year,06 - Closed Won,74000.0,1.0,2023-03-22,2023-04-23,U011,
O000256,A00153,Account-00153 - New Logo,07 - Closed Lost,20500.0,0.0,2025-03-26,2025-06-27,U004,Competitor
O000257,A00154,Account-00154 - New Logo,06 - Closed Won,110800.0,1.0,2023-04-22,2023-09-07,U007,
O000258,A00155,Account-00155 - Multi-Year,02 - Qualification,99000.0,0.25,2025-10-22,2026-03-30,U001,
O000259,A00156,Account-00156 - Multi-Year,05 - Negotiation,8600.0,0.8,2024-10-24,2025-04-13,U002,
O000260,A00157,Account-00157 - Annual,04 - Proposal,590400.0,0.6,2023-07-04,2023-09-03,U002,
O000261,A00157,Account-00157 - Annual,02 - Qualification,425600.0,0.25,2023-07-06,2023-10-26,U002,
O000262,A00157,Account-00157 - Renewal,06 - Closed Won,614300.0,1.0,2025-12-08,2026-05-07,U002,
O000263,A00158,Account-00158 - Expansion,06 - Closed Won,29200.0,1.0,2025-02-14,2025-04-18,U002,
O000264,A00158,Account-00158 - Multi-Year,07 - Closed Lost,107000.0,0.0,2026-03-04,2026-05-04,U002,Competitor
O000265,A00158,Account-00158 - Expansion,05 - Negotiation,54400.0,0.8,2023-04-16,2023-08-28,U002,
O000266,A00159,Account-00159 - Renewal,07 - Closed Lost,24200.0,0.0,2023-08-29,2023-09-18,U012,No Decision
O000267,A00159,Account-00159 - Annual,05 - Negotiation,22100.0,0.8,2023-01-26,2023-07-04,U012,
O000268,A00160,Account-00160 - New Logo,03 - Needs Analysis,16800.0,0.4,2025-10-07,2026-02-25,U012,
O000269,A00160,Account-00160 - Multi-Year,05 - Negotiation,17000.0,0.8,2025-04-19,2025-05-10,U012,
O000270,A00161,Account-00161 - Annual,06 - Closed Won,499100.0,1.0,2024-07-23,2024-10-04,U002,
O000271,A00161,Account-00161 - Multi-Year,02 - Qualification,564200.0,0.25,2024-01-14,2024-02-12,U002,
O000272,A00161,Account-00161 - Expansion,06 - Closed Won,689800.0,1.0,2023-03-08,2023-06-12,U002,
O000273,A00162,Account-00162 - Expansion,02 - Qualification,795700.0,0.25,2023-04-11,2023-06-11,U005,
O000274,A00162,Account-00162 - Renewal,06 - Closed Won,240600.0,1.0,2026-03-18,2026-08-01,U005,
O000275,A00162,Account-00162 - Expansion,07 - Closed Lost,183300.0,0.0,2025-01-07,2025-04-13,U005,No Decision
O000276,A00163,Account-00163 - Expansion,06 - Closed Won,21900.0,1.0,2023-05-19,2023-06-24,U010,
O000277,A00163,Account-00163 - Expansion,02 - Qualification,18900.0,0.25,2025-08-22,2025-11-20,U010,
O000278,A00163,Account-00163 - Renewal,05 - Negotiation,9200.0,0.8,2025-12-15,2026-02-26,U010,
O000279,A00164,Account-00164 - New Logo,06 - Closed Won,84800.0,1.0,2026-03-16,2026-04-27,U009,
O000280,A00165,Account-00165 - Renewal,05 - Negotiation,696500.0,0.8,2024-08-11,2024-11-05,U007,
O000281,A00165,Account-00165 - Renewal,07 - Closed Lost,360600.0,0.0,2026-03-23,2026-05-15,U007,Product Fit
O000282,A00166,Account-00166 - Multi-Year,05 - Negotiation,242300.0,0.8,2025-10-16,2026-04-10,U007,
O000283,A00167,Account-00167 - Annual,01 - Prospecting,5500.0,0.1,2024-02-01,2024-07-30,U006,
O000284,A00167,Account-00167 - Annual,06 - Closed Won,25000.0,1.0,2024-02-29,2024-07-03,U006,
O000285,A00168,Account-00168 - Expansion,07 - Closed Lost,45200.0,0.0,2026-02-21,2026-05-03,U009,No Decision
O000286,A00169,Account-00169 - Annual,04 - Proposal,16000.0,0.6,2024-09-22,2024-10-13,U006,
O000287,A00169,Account-00169 - Annual,04 - Proposal,19500.0,0.6,2024-11-13,2025-05-09,U006,
O000288,A00170,Account-00170 - New Logo,04 - Proposal,349800.0,0.6,2024-02-02,2024-06-23,U001,
O000289,A00170,Account-00170 - New Logo,06 - Closed Won,447400.0,1.0,2023-03-14,2023-09-10,U001,
O000290,A00170,Account-00170 - Annual,07 - Closed Lost,434500.0,0.0,2026-01-04,2026-05-09,U001,Product Fit
O000291,A00171,Account-00171 - Expansion,06 - Closed Won,5400.0,1.0,2024-10-08,2025-03-24,U006,
O000292,A00172,Account-00172 - Expansion,02 - Qualification,39200.0,0.25,2024-12-25,2025-01-21,U005,
O000293,A00172,Account-00172 - Renewal,06 - Closed Won,105000.0,1.0,2025-02-07,2025-07-23,U005,
O000294,A00173,Account-00173 - Annual,07 - Closed Lost,631000.0,0.0,2023-08-28,2023-12-06,U002,No Decision
O000295,A00174,Account-00174 - Multi-Year,07 - Closed Lost,372700.0,0.0,2025-10-14,2026-01-19,U005,Product Fit
O000296,A00175,Account-00175 - Annual,04 - Proposal,28600.0,0.6,2023-08-18,2023-10-28,U002,
O000297,A00176,Account-00176 - Multi-Year,06 - Closed Won,735400.0,1.0,2023-02-21,2023-04-21,U012,
O000298,A00177,Account-00177 - Multi-Year,06 - Closed Won,15500.0,1.0,2025-09-17,2025-12-29,U008,
O000299,A00178,Account-00178 - Multi-Year,07 - Closed Lost,23800.0,0.0,2023-07-21,2023-09-12,U004,Price
O000300,A00178,Account-00178 - Annual,04 - Proposal,22300.0,0.6,2025-07-29,2025-09-16,U004,
O000301,A00179,Account-00179 - Expansion,06 - Closed Won,81500.0,1.0,2023-04-01,2023-05-13,U005,
O000302,A00180,Account-00180 - Annual,02 - Qualification,20300.0,0.25,2023-04-05,2023-07-13,U005,
O000303,A00181,Account-00181 - Multi-Year,06 - Closed Won,44900.0,1.0,2024-10-01,2024-12-11,U008,
O000304,A00181,Account-00181 - Annual,04 - Proposal,55300.0,0.6,2024-08-09,2024-12-19,U008,
O000305,A00182,Account-00182 - Renewal,04 - Proposal,5300.0,0.6,2023-11-19,2024-05-16,U006,
O000306,A00183,Account-00183 - Multi-Year,06 - Closed Won,493600.0,1.0,2024-02-28,2024-05-27,U007,
O000307,A00183,Account-00183 - Renewal,06 - Closed Won,236500.0,1.0,2024-08-03,2024-11-10,U007,
O000308,A00184,Account-00184 - Annual,05 - Negotiation,208500.0,0.8,2026-01-12,2026-06-01,U006,
O000309,A00184,Account-00184 - Multi-Year,04 - Proposal,178600.0,0.6,2023-08-05,2023-12-03,U006,
O000310,A00184,Account-00184 - Renewal,06 - Closed Won,589300.0,1.0,2026-04-28,2026-09-09,U006,
O000311,A00185,Account-00185 - Annual,07 - Closed Lost,92700.0,0.0,2024-11-11,2025-04-16,U011,Timing
O000312,A00186,Account-00186 - Annual,07 - Closed Lost,23400.0,0.0,2023-07-10,2023-11-26,U009,Timing
O000313,A00186,Account-00186 - New Logo,06 - Closed Won,19200.0,1.0,2024-09-27,2025-02-13,U009,
O000314,A00187,Account-00187 - Expansion,02 - Qualification,729100.0,0.25,2024-04-03,2024-06-28,U009,
O000315,A00188,Account-00188 - New Logo,06 - Closed Won,22600.0,1.0,2024-11-07,2025-03-23,U011,
O000316,A00189,Account-00189 - Expansion,02 - Qualification,14600.0,0.25,2025-08-31,2025-11-02,U010,
O000317,A00190,Account-00190 - Expansion,02 - Qualification,34800.0,0.25,2026-03-22,2026-05-08,U007,
O000318,A00190,Account-00190 - New Logo,06 - Closed Won,100300.0,1.0,2026-02-12,2026-07-18,U007,
O000319,A00191,Account-00191 - New Logo,03 - Needs Analysis,48200.0,0.4,2025-04-26,2025-06-25,U001,
O000320,A00192,Account-00192 - New Logo,03 - Needs Analysis,18900.0,0.4,2024-11-28,2025-04-07,U012,
O000321,A00193,Account-00193 - Renewal,06 - Closed Won,9700.0,1.0,2024-12-01,2025-01-09,U008,
O000322,A00193,Account-00193 - Renewal,02 - Qualification,16900.0,0.25,2025-09-23,2026-01-04,U008,
O000323,A00194,Account-00194 - Renewal,03 - Needs Analysis,115800.0,0.4,2025-06-30,2025-08-06,U006,
O000324,A00195,Account-00195 - Annual,04 - Proposal,17900.0,0.6,2025-02-15,2025-03-22,U003,
O000325,A00196,Account-00196 - Multi-Year,07 - Closed Lost,23100.0,0.0,2023-10-12,2023-11-01,U003,Competitor
O000326,A00197,Account-00197 - Multi-Year,04 - Proposal,79900.0,0.6,2024-08-19,2024-10-28,U011,
O000327,A00198,Account-00198 - New Logo,04 - Proposal,20900.0,0.6,2024-10-10,2025-01-15,U008,
O000328,A00198,Account-00198 - Renewal,07 - Closed Lost,16700.0,0.0,2024-12-06,2025-05-31,U008,Timing
O000329,A00199,Account-00199 - Annual,02 - Qualification,23000.0,0.25,2024-08-25,2024-09-27,U005,
O000330,A00199,Account-00199 - Annual,07 - Closed Lost,12200.0,0.0,2026-02-20,2026-05-23,U005,Competitor
O000331,A00199,Account-00199 - New Logo,06 - Closed Won,12900.0,1.0,2025-06-03,2025-09-12,U005,
O000332,A00200,Account-00200 - Multi-Year,06 - Closed Won,18200.0,1.0,2025-06-10,2025-10-29,U005,
O000333,A00201,Account-00201 - Multi-Year,07 - Closed Lost,59200.0,0.0,2025-02-26,2025-07-02,U004,No Decision
O000334,A00202,Account-00202 - Multi-Year,02 - Qualification,168800.0,0.25,2023-09-15,2023-10-09,U007,
O000335,A00202,Account-00202 - Annual,06 - Closed Won,783000.0,1.0,2025-09-23,2025-11-16,U007,
O000336,A00202,Account-00202 - Renewal,06 - Closed Won,402800.0,1.0,2023-10-09,2024-02-22,U007,
O000337,A00202,Account-00202 - Renewal,06 - Closed Won,429000.0,1.0,2025-05-21,2025-09-26,U007,
O000338,A00203,Account-00203 - Annual,04 - Proposal,42700.0,0.6,2025-02-26,2025-08-19,U011,
O000339,A00203,Account-00203 - Expansion,05 - Negotiation,94400.0,0.8,2026-03-29,2026-08-24,U011,
O000340,A00203,Account-00203 - Annual,07 - Closed Lost,79800.0,0.0,2025-04-21,2025-05-19,U011,Product Fit
O000341,A00204,Account-00204 - Multi-Year,02 - Qualification,14600.0,0.25,2025-01-24,2025-03-05,U012,
O000342,A00205,Account-00205 - New Logo,07 - Closed Lost,118400.0,0.0,2025-12-14,2026-03-15,U010,Product Fit
O000343,A00205,Account-00205 - New Logo,06 - Closed Won,83000.0,1.0,2023-06-10,2023-08-31,U010,
O000344,A00206,Account-00206 - Expansion,06 - Closed Won,15800.0,1.0,2023-06-09,2023-11-24,U005,
O000345,A00206,Account-00206 - New Logo,07 - Closed Lost,15700.0,0.0,2023-04-19,2023-05-11,U005,Timing
O000346,A00207,Account-00207 - Expansion,06 - Closed Won,56500.0,1.0,2025-08-18,2025-12-06,U008,
O000347,A00207,Account-00207 - Expansion,03 - Needs Analysis,91000.0,0.4,2024-08-15,2025-02-03,U008,
O000348,A00208,Account-00208 - Multi-Year,04 - Proposal,84800.0,0.6,2026-02-28,2026-08-15,U005,
O000349,A00208,Account-00208 - Annual,02 - Qualification,119100.0,0.25,2026-03-19,2026-09-14,U005,
O000350,A00209,Account-00209 - Expansion,02 - Qualification,32300.0,0.25,2023-06-18,2023-09-17,U003,
O000351,A00210,Account-00210 - Renewal,04 - Proposal,10100.0,0.6,2024-07-29,2024-09-15,U005,
O000352,A00211,Account-00211 - Multi-Year,06 - Closed Won,568200.0,1.0,2026-04-26,2026-08-18,U002,
O000353,A00212,Account-00212 - Expansion,05 - Negotiation,663600.0,0.8,2024-04-28,2024-05-26,U011,
O000354,A00213,Account-00213 - New Logo,06 - Closed Won,678800.0,1.0,2023-10-25,2024-03-19,U007,
O000355,A00213,Account-00213 - Multi-Year,03 - Needs Analysis,419300.0,0.4,2025-02-23,2025-04-26,U007,
O000356,A00213,Account-00213 - Annual,06 - Closed Won,354700.0,1.0,2026-03-29,2026-06-24,U007,
O000357,A00213,Account-00213 - New Logo,03 - Needs Analysis,391100.0,0.4,2023-04-18,2023-07-24,U007,
O000358,A00214,Account-00214 - New Logo,03 - Needs Analysis,18700.0,0.4,2025-12-26,2026-04-24,U006,
O000359,A00214,Account-00214 - Expansion,02 - Qualification,22400.0,0.25,2024-06-21,2024-07-14,U006,
O000360,A00215,Account-00215 - Annual,04 - Proposal,55000.0,0.6,2025-07-08,2025-12-10,U011,
O000361,A00215,Account-00215 - Renewal,07 - Closed Lost,85600.0,0.0,2023-07-19,2023-11-26,U011,No Decision
O000362,A00215,Account-00215 - Renewal,04 - Proposal,101200.0,0.6,2024-11-17,2025-02-10,U011,
O000363,A00216,Account-00216 - Renewal,06 - Closed Won,16800.0,1.0,2024-05-10,2024-07-18,U004,
O000364,A00217,Account-00217 - Annual,04 - Proposal,26000.0,0.6,2024-01-04,2024-01-26,U011,
O000365,A00218,Account-00218 - Multi-Year,06 - Closed Won,18700.0,1.0,2023-07-20,2023-11-06,U005,
O000366,A00219,Account-00219 - Annual,03 - Needs Analysis,5500.0,0.4,2024-05-30,2024-07-12,U003,
O000367,A00219,Account-00219 - Annual,07 - Closed Lost,17800.0,0.0,2024-03-20,2024-05-09,U003,Product Fit
O000368,A00220,Account-00220 - Multi-Year,07 - Closed Lost,8700.0,0.0,2026-03-05,2026-04-22,U012,No Decision
O000369,A00221,Account-00221 - New Logo,06 - Closed Won,747400.0,1.0,2023-06-05,2023-09-03,U010,
O000370,A00222,Account-00222 - Annual,04 - Proposal,650900.0,0.6,2024-10-24,2025-01-22,U012,
O000371,A00222,Account-00222 - Expansion,04 - Proposal,797300.0,0.6,2025-02-22,2025-05-19,U012,
O000372,A00223,Account-00223 - New Logo,05 - Negotiation,23600.0,0.8,2023-05-23,2023-11-15,U006,
O000373,A00224,Account-00224 - Multi-Year,02 - Qualification,487600.0,0.25,2025-10-04,2026-02-11,U011,
O000374,A00225,Account-00225 - Annual,07 - Closed Lost,19300.0,0.0,2023-08-06,2023-09-21,U002,Price
O000375,A00225,Account-00225 - Annual,06 - Closed Won,10000.0,1.0,2023-05-25,2023-10-06,U002,
O000376,A00226,Account-00226 - New Logo,06 - Closed Won,5000.0,1.0,2023-11-01,2023-11-30,U001,
O000377,A00226,Account-00226 - Renewal,03 - Needs Analysis,11600.0,0.4,2024-06-29,2024-10-27,U001,
O000378,A00226,Account-00226 - New Logo,06 - Closed Won,23800.0,1.0,2023-01-08,2023-06-02,U001,
O000379,A00227,Account-00227 - Annual,06 - Closed Won,25300.0,1.0,2023-05-24,2023-10-14,U010,
O000380,A00228,Account-00228 - Annual,04 - Proposal,11100.0,0.6,2025-01-05,2025-02-08,U004,
O000381,A00228,Account-00228 - New Logo,06 - Closed Won,24200.0,1.0,2025-01-18,2025-02-27,U004,
O000382,A00229,Account-00229 - New Logo,06 - Closed Won,8500.0,1.0,2024-08-16,2024-09-15,U001,
O000383,A00229,Account-00229 - Expansion,04 - Proposal,12800.0,0.6,2024-01-27,2024-03-14,U001,
O000384,A00230,Account-00230 - Annual,06 - Closed Won,215200.0,1.0,2025-06-15,2025-08-23,U009,
O000385,A00231,Account-00231 - Expansion,03 - Needs Analysis,61900.0,0.4,2026-04-29,2026-10-04,U003,
O000386,A00231,Account-00231 - Annual,06 - Closed Won,104300.0,1.0,2025-10-20,2026-03-04,U003,
O000387,A00232,Account-00232 - Annual,04 - Proposal,19400.0,0.6,2023-04-25,2023-08-26,U006,
O000388,A00233,Account-00233 - Multi-Year,05 - Negotiation,18600.0,0.8,2025-12-07,2026-05-13,U012,
O000389,A00234,Account-00234 - New Logo,07 - Closed Lost,5700.0,0.0,2024-04-22,2024-06-17,U008,Price
O000390,A00234,Account-00234 - Multi-Year,07 - Closed Lost,17400.0,0.0,2025-08-23,2025-11-13,U008,Price
O000391,A00235,Account-00235 - New Logo,07 - Closed Lost,21400.0,0.0,2023-04-13,2023-05-27,U009,Product Fit
O000392,A00236,Account-00236 - New Logo,02 - Qualification,675900.0,0.25,2026-04-25,2026-06-13,U005,
O000393,A00237,Account-00237 - New Logo,02 - Qualification,44300.0,0.25,2024-03-27,2024-07-11,U008,
O000394,A00237,Account-00237 - Multi-Year,02 - Qualification,90000.0,0.25,2024-10-26,2025-04-03,U008,
O000395,A00238,Account-00238 - Annual,06 - Closed Won,16900.0,1.0,2024-03-12,2024-06-25,U012,
O000396,A00239,Account-00239 - Renewal,06 - Closed Won,8400.0,1.0,2023-10-17,2024-02-08,U010,
O000397,A00240,Account-00240 - Renewal,07 - Closed Lost,5800.0,0.0,2024-05-13,2024-06-27,U011,Timing
O000398,A00241,Account-00241 - Multi-Year,07 - Closed Lost,6600.0,0.0,2023-02-02,2023-02-23,U009,Price
O000399,A00241,Account-00241 - Multi-Year,07 - Closed Lost,13300.0,0.0,2026-04-30,2026-09-18,U009,Competitor
O000400,A00242,Account-00242 - Renewal,06 - Closed Won,13200.0,1.0,2024-07-08,2024-09-10,U012,
O000401,A00243,Account-00243 - Expansion,06 - Closed Won,17200.0,1.0,2024-01-04,2024-02-15,U006,
O000402,A00243,Account-00243 - Annual,05 - Negotiation,16200.0,0.8,2024-12-13,2025-02-20,U006,
O000403,A00244,Account-00244 - Renewal,06 - Closed Won,22300.0,1.0,2023-07-15,2023-12-20,U007,
O000404,A00244,Account-00244 - Expansion,05 - Negotiation,17500.0,0.8,2024-03-25,2024-06-06,U007,
O000405,A00244,Account-00244 - New Logo,03 - Needs Analysis,20900.0,0.4,2023-04-19,2023-09-07,U007,
O000406,A00244,Account-00244 - Expansion,03 - Needs Analysis,23500.0,0.4,2023-12-28,2024-01-30,U007,
O000407,A00245,Account-00245 - Annual,04 - Proposal,83600.0,0.6,2025-06-09,2025-10-23,U011,
O000408,A00246,Account-00246 - New Logo,07 - Closed Lost,8500.0,0.0,2023-04-18,2023-05-15,U007,Product Fit
O000409,A00247,Account-00247 - New Logo,06 - Closed Won,81300.0,1.0,2024-04-26,2024-08-07,U009,
O000410,A00248,Account-00248 - Annual,03 - Needs Analysis,35500.0,0.4,2024-10-29,2025-01-15,U007,
O000411,A00249,Account-00249 - Annual,07 - Closed Lost,375400.0,0.0,2025-04-24,2025-07-09,U005,Timing
O000412,A00250,Account-00250 - New Logo,07 - Closed Lost,7900.0,0.0,2023-04-22,2023-10-15,U011,Competitor
O000413,A00250,Account-00250 - Expansion,04 - Proposal,14200.0,0.6,2025-03-04,2025-05-12,U011,
O000414,A00251,Account-00251 - Annual,04 - Proposal,5600.0,0.6,2024-02-19,2024-08-02,U009,
O000415,A00251,Account-00251 - New Logo,02 - Qualification,22000.0,0.25,2024-07-28,2024-12-12,U009,
O000416,A00251,Account-00251 - Renewal,06 - Closed Won,9400.0,1.0,2023-12-17,2024-03-21,U009,
O000417,A00251,Account-00251 - Multi-Year,06 - Closed Won,17800.0,1.0,2023-11-18,2024-05-12,U009,
O000418,A00252,Account-00252 - New Logo,07 - Closed Lost,6700.0,0.0,2026-02-06,2026-07-09,U004,Competitor
O000419,A00252,Account-00252 - New Logo,05 - Negotiation,14300.0,0.8,2026-04-26,2026-05-19,U004,
O000420,A00253,Account-00253 - Renewal,03 - Needs Analysis,66300.0,0.4,2024-05-20,2024-08-04,U011,
O000421,A00253,Account-00253 - Annual,07 - Closed Lost,110300.0,0.0,2023-11-02,2024-03-07,U011,Price
O000422,A00254,Account-00254 - Annual,01 - Prospecting,15600.0,0.1,2025-10-29,2026-03-20,U006,
O000423,A00254,Account-00254 - New Logo,05 - Negotiation,6700.0,0.8,2025-07-15,2025-08-07,U006,
O000424,A00254,Account-00254 - Annual,02 - Qualification,10900.0,0.25,2024-03-22,2024-05-04,U006,
O000425,A00254,Account-00254 - Renewal,06 - Closed Won,8200.0,1.0,2025-09-09,2026-01-24,U006,
O000426,A00255,Account-00255 - New Logo,07 - Closed Lost,14300.0,0.0,2023-02-19,2023-04-15,U011,Competitor
O000427,A00255,Account-00255 - Annual,06 - Closed Won,19100.0,1.0,2025-01-28,2025-02-17,U011,
O000428,A00256,Account-00256 - Renewal,06 - Closed Won,10900.0,1.0,2024-11-12,2025-02-09,U012,
O000429,A00257,Account-00257 - Annual,06 - Closed Won,6600.0,1.0,2024-02-29,2024-06-13,U006,
O000430,A00257,Account-00257 - Annual,07 - Closed Lost,18500.0,0.0,2025-11-20,2025-12-23,U006,Timing
O000431,A00258,Account-00258 - Annual,04 - Proposal,8500.0,0.6,2023-03-25,2023-09-04,U010,
O000432,A00259,Account-00259 - Annual,02 - Qualification,347800.0,0.25,2024-02-24,2024-07-31,U010,
O000433,A00259,Account-00259 - Multi-Year,06 - Closed Won,631500.0,1.0,2025-09-06,2025-11-18,U010,
O000434,A00260,Account-00260 - Annual,06 - Closed Won,65200.0,1.0,2024-07-01,2024-08-03,U011,
O000435,A00261,Account-00261 - New Logo,05 - Negotiation,15500.0,0.8,2025-07-15,2025-09-04,U005,
O000436,A00262,Account-00262 - Annual,07 - Closed Lost,67900.0,0.0,2025-12-27,2026-04-20,U007,Competitor
O000437,A00262,Account-00262 - Expansion,02 - Qualification,62100.0,0.25,2025-07-26,2025-09-29,U007,
O000438,A00263,Account-00263 - New Logo,02 - Qualification,10500.0,0.25,2023-06-07,2023-08-03,U011,
O000439,A00263,Account-00263 - Annual,07 - Closed Lost,15400.0,0.0,2023-11-05,2024-05-03,U011,No Decision
O000440,A00263,Account-00263 - New Logo,07 - Closed Lost,15800.0,0.0,2025-05-03,2025-06-25,U011,No Decision
O000441,A00263,Account-00263 - Multi-Year,05 - Negotiation,17900.0,0.8,2025-05-10,2025-08-12,U011,
O000442,A00264,Account-00264 - New Logo,07 - Closed Lost,15400.0,0.0,2024-04-20,2024-08-03,U001,Product Fit
O000443,A00265,Account-00265 - Renewal,05 - Negotiation,18300.0,0.8,2024-10-30,2025-04-03,U005,
O000444,A00266,Account-00266 - Multi-Year,06 - Closed Won,23000.0,1.0,2024-09-14,2024-12-21,U012,
O000445,A00267,Account-00267 - Multi-Year,05 - Negotiation,24400.0,0.8,2024-04-09,2024-05-11,U012,
O000446,A00267,Account-00267 - Multi-Year,04 - Proposal,24100.0,0.6,2024-12-24,2025-06-20,U012,
O000447,A00268,Account-00268 - Multi-Year,03 - Needs Analysis,8500.0,0.4,2024-08-07,2024-10-05,U007,
O000448,A00268,Account-00268 - Multi-Year,02 - Qualification,24900.0,0.25,2024-05-02,2024-10-16,U007,
O000449,A00269,Account-00269 - Expansion,03 - Needs Analysis,16200.0,0.4,2025-01-27,2025-02-24,U006,
O000450,A00270,Account-00270 - Renewal,04 - Proposal,76300.0,0.6,2023-10-30,2023-12-30,U002,
O000451,A00270,Account-00270 - Multi-Year,02 - Qualification,27400.0,0.25,2024-09-09,2025-02-03,U002,
O000452,A00270,Account-00270 - Renewal,07 - Closed Lost,39800.0,0.0,2025-07-27,2026-01-02,U002,No Decision
O000453,A00270,Account-00270 - Multi-Year,05 - Negotiation,52500.0,0.8,2024-08-28,2025-02-10,U002,
O000454,A00271,Account-00271 - Annual,04 - Proposal,7200.0,0.6,2025-06-24,2025-11-13,U010,
O000455,A00271,Account-00271 - New Logo,06 - Closed Won,7300.0,1.0,2023-10-13,2023-11-08,U010,
O000456,A00272,Account-00272 - Renewal,05 - Negotiation,33800.0,0.8,2024-03-27,2024-04-30,U007,
O000457,A00272,Account-00272 - Multi-Year,06 - Closed Won,46100.0,1.0,2024-02-04,2024-05-05,U007,
O000458,A00273,Account-00273 - Renewal,07 - Closed Lost,18500.0,0.0,2026-01-07,2026-02-18,U002,Timing
O000459,A00274,Account-00274 - Expansion,06 - Closed Won,467900.0,1.0,2024-10-12,2024-11-15,U006,
O000460,A00275,Account-00275 - Expansion,04 - Proposal,12500.0,0.6,2025-05-25,2025-08-25,U009,
O000461,A00276,Account-00276 - New Logo,07 - Closed Lost,179600.0,0.0,2025-07-01,2025-11-11,U012,Timing
O000462,A00277,Account-00277 - Renewal,06 - Closed Won,13300.0,1.0,2025-05-18,2025-11-04,U004,
O000463,A00278,Account-00278 - Expansion,04 - Proposal,118900.0,0.6,2024-03-01,2024-08-02,U011,
O000464,A00279,Account-00279 - Expansion,06 - Closed Won,6800.0,1.0,2026-04-24,2026-08-26,U011,
O000465,A00280,Account-00280 - Multi-Year,05 - Negotiation,506200.0,0.8,2026-02-12,2026-04-08,U008,
O000466,A00281,Account-00281 - Renewal,04 - Proposal,14800.0,0.6,2025-02-20,2025-05-28,U010,
O000467,A00282,Account-00282 - Multi-Year,06 - Closed Won,9500.0,1.0,2026-02-19,2026-03-11,U008,
O000468,A00283,Account-00283 - New Logo,02 - Qualification,18300.0,0.25,2025-08-25,2025-11-26,U002,
O000469,A00284,Account-00284 - Annual,01 - Prospecting,97600.0,0.1,2024-05-16,2024-10-09,U010,
O000470,A00285,Account-00285 - New Logo,06 - Closed Won,16300.0,1.0,2025-01-10,2025-04-06,U010,
O000471,A00285,Account-00285 - Expansion,04 - Proposal,19700.0,0.6,2023-09-02,2023-09-26,U010,
O000472,A00286,Account-00286 - Expansion,02 - Qualification,14200.0,0.25,2023-04-30,2023-06-23,U002,
O000473,A00287,Account-00287 - Annual,04 - Proposal,552600.0,0.6,2024-07-12,2024-10-31,U011,
O000474,A00288,Account-00288 - Multi-Year,06 - Closed Won,6500.0,1.0,2025-12-20,2026-02-27,U009,
O000475,A00289,Account-00289 - Expansion,06 - Closed Won,107900.0,1.0,2023-12-09,2024-03-15,U005,
O000476,A00289,Account-00289 - Annual,02 - Qualification,80100.0,0.25,2025-01-12,2025-03-09,U005,
O000477,A00290,Account-00290 - Multi-Year,04 - Proposal,14700.0,0.6,2024-07-30,2024-11-14,U001,
O000478,A00291,Account-00291 - Renewal,06 - Closed Won,21600.0,1.0,2023-11-13,2024-04-24,U011,
O000479,A00292,Account-00292 - New Logo,07 - Closed Lost,19300.0,0.0,2025-12-12,2026-01-30,U002,Timing
O000480,A00292,Account-00292 - New Logo,02 - Qualification,7600.0,0.25,2023-06-06,2023-06-30,U002,
O000481,A00293,Account-00293 - Renewal,02 - Qualification,420500.0,0.25,2025-01-12,2025-07-03,U003,
O000482,A00294,Account-00294 - Multi-Year,03 - Needs Analysis,11100.0,0.4,2024-12-01,2025-01-20,U003,
O000483,A00294,Account-00294 - Expansion,07 - Closed Lost,7800.0,0.0,2023-09-21,2023-12-08,U003,Competitor
O000484,A00295,Account-00295 - Annual,05 - Negotiation,20300.0,0.8,2023-06-10,2023-07-28,U006,
O000485,A00296,Account-00296 - Annual,06 - Closed Won,5900.0,1.0,2025-09-18,2025-11-04,U006,
O000486,A00297,Account-00297 - Annual,06 - Closed Won,14400.0,1.0,2025-11-17,2026-02-09,U002,
O000487,A00297,Account-00297 - Annual,04 - Proposal,5200.0,0.6,2023-05-16,2023-06-29,U002,
